Epoch,training_0.005,val_0.005,training_0.0005,val_0.0005,training_5e-05,val_5e-05
0,2.32177924866579,2.3164738774299622,1.9043420163952574,1.7604538440704345,1.995984851097574,1.872918313741684
1,2.2487086982143167,2.2721293210983275,1.6584766190879199,1.6223353505134583,1.8381545422028522,1.7945009469985962
2,2.2702673576316057,2.213482713699341,1.5217937218899629,1.5237648069858551,1.7553002359915753,1.7509577095508575
